has_secondary_education,has_higher_education,work_experience,master_id,rang_id,docs_verified,guarantee,rating,reviews_count,price_socket,discount,cur_score,album_count,photos_count,no_electric_reviews,few_electric_reviews,has_contract,has_insurance,months_on_profi_ru
1,0,7.0,https://profi.ru/profile/GarkavyySA/,52.0,1,0,"5,0",3,,,50.774127,0,0,0.0,0.0,0,0,7.0
0,0,5.0,https://profi.ru/profile/GataullinAI2/,54.0,1,0,"5,0",8,500.0,,50.540494,0,0,1.0,0.0,0,0,10.0
1,0,24.0,https://profi.ru/profile/GataullinAI3/,141.0,1,0,"4,75",4,,,50.7590046,0,11,0.0,0.0,0,0,
1,0,9.0,https://profi.ru/profile/GatinRR6/,38.0,1,0,0,0,,,50.909595,0,0,0.0,0.0,0,0,6.0
0,1,17.0,https://profi.ru/profile/GavrilenkoMI3/,34.0,0,0,"4,90",20,,10.0,50.59485955555556,1,24,0.0,1.0,0,0,
1,0,4.0,https://profi.ru/profile/GavrilovAA76/,86.0,1,0,"4,50",8,,,50.6716515,0,0,0.0,0.0,0,0,45.0
0,1,9.0,https://profi.ru/profile/GayanovRT/,136.0,1,0,"4,81",16,600.0,10.0,50.59812883333333,0,12,0.0,0.0,0,0,
0,1,20.0,https://profi.ru/profile/GayazovaZI/,142.0,1,0,"5,0",2,,,50.3810725,0,0,0.0,0.0,0,0,
1,0,2.0,https://profi.ru/profile/GaynullinAR5/,124.0,1,0,0,0,,,50.75752166666666,0,0,0.0,0.0,0,0,20.0
1,0,5.0,https://profi.ru/profile/GaynullinII2/,147.0,1,0,"4,80",20,,,50.510323875,0,9,0.0,0.0,0,0,30.0
1,0,7.0,https://profi.ru/profile/GaynullinLA/,146.0,1,0,0,0,,,50.69953266666666,0,0,0.0,0.0,0,0,13.0
0,0,,https://profi.ru/profile/GaysinRD/,25.0,1,0,0,0,,,50.957493,0,0,0.0,0.0,0,0,1.0
1,0,7.0,https://profi.ru/profile/GerasimovPV7/,2.0,1,0,"5,0",2,600.0,,70.368218125,0,0,0.0,0.0,0,0,8.0
1,0,7.0,https://profi.ru/profile/GetmanPV2/,68.0,1,0,"5,0",1,,,50.5884066,0,0,0.0,0.0,0,0,1.0
1,0,12.0,https://profi.ru/profile/GibadullinIR2/,137.0,1,0,"5,0",1,,10.0,50.687688,0,7,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/GilemhanovFA/,110.0,1,0,"4,91",11,400.0,10.0,50.7345855,2,0,0.0,1.0,0,0,
1,1,7.0,https://profi.ru/profile/GilmanovRF3/,78.0,1,0,"5,0",2,,,50.60828190909091,12,96,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/GilmanovaMS2/,100.0,0,0,"5,0",1,1000.0,,50.45607142857143,0,0,0.0,0.0,0,0,6.0
0,0,6.0,https://profi.ru/profile/GilmutdinovIN2/,104.0,1,0,"5,0",43,,,50.7419575,0,0,0.0,0.0,0,0,
1,0,6.0,https://profi.ru/profile/GilmutdinovMA2/,124.0,1,0,"4,21",14,,10.0,50.69751971428571,0,1,0.0,0.0,0,0,
1,0,1.0,https://profi.ru/profile/GilyazovSR2/,149.0,1,0,"5,0",1,,,50.6533815,0,10,0.0,0.0,0,0,16.0
1,0,24.0,https://profi.ru/profile/GimadievRR3/,56.0,1,0,"5,0",1,,,50.70638,0,1,0.0,0.0,0,0,
1,0,5.0,https://profi.ru/profile/GimaldinovIA/,122.0,1,0,0,0,,,50.464230625,0,0,0.0,0.0,0,0,18.0
1,0,5.0,https://profi.ru/profile/GimatdinovIR/,121.0,1,0,"4,80",20,,,50.713369666666665,0,0,0.0,0.0,0,0,64.0
1,0,7.0,https://profi.ru/profile/GinedullinAM/,113.0,1,0,"5,0",1,,,50.7522352,0,0,0.0,0.0,0,0,5.0
1,0,15.0,https://profi.ru/profile/GiniyatullinMI/,157.0,1,0,0,0,,,50.71816933333334,0,7,0.0,0.0,0,0,
1,0,5.0,https://profi.ru/profile/GizdatullinTF/,128.0,1,0,0,0,,,50.769005,0,0,0.0,0.0,0,0,2.0
1,0,15.0,https://profi.ru/profile/GnevanovVV/,155.0,0,0,"5,0",2,,,50.707089,0,4,0.0,0.0,1,0,
1,0,7.0,https://profi.ru/profile/GolubevAE12/,166.0,1,0,0,0,,,50.552765375,0,0,0.0,0.0,0,0,1.0
0,1,5.0,https://profi.ru/profile/GolubevDA36/,120.0,1,0,"5,0",3,600.0,,50.6729335,0,0,0.0,0.0,0,0,
0,0,6.0,https://profi.ru/profile/GorchakovAM2/,118.0,1,0,"1,0",1,,,50.67258,0,0,0.0,0.0,0,0,7.0
1,0,7.0,https://profi.ru/profile/GrekovKY/,142.0,1,0,"5,0",1,,,50.69385,0,0,0.0,0.0,0,0,4.0
0,1,,https://profi.ru/profile/GrigoryevAO18/,140.0,1,0,"5,0",5,,,50.432393000000005,10,5,1.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/GrinevSV7/,188.0,1,0,"5,0",3,,10.0,50.354015,0,0,0.0,0.0,0,0,2.0
0,0,,https://profi.ru/profile/GrishkovDN2/,109.0,1,0,"5,0",7,,,50.779972,3,4,0.0,0.0,0,0,49.0
0,1,15.0,https://profi.ru/profile/GudochkinEN/,88.0,1,0,"5,0",1,,,50.782255,0,5,0.0,0.0,0,0,
0,1,16.0,https://profi.ru/profile/GumerovRR27/,154.0,1,0,"5,0",2,,,50.56984333333334,3,0,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/GuvakovMD/,13.0,0,0,"4,94",62,,10.0,50.58908891666667,0,0,0.0,1.0,0,0,
1,0,5.0,https://profi.ru/profile/GuzayerovIR/,116.0,1,0,0,0,,,50.7697875,0,0,0.0,0.0,0,0,
0,0,7.0,https://profi.ru/profile/HaibullinRU/,48.0,1,0,"4,89",38,,,50.5912483,4,12,0.0,1.0,0,0,80.0
1,0,7.0,https://profi.ru/profile/HairulinDZ/,121.0,1,0,"4,81",184,,,50.5939641,0,1,0.0,0.0,0,0,83.0
0,0,5.0,https://profi.ru/profile/HarrasovRR3/,59.0,1,0,"5,0",47,,,50.78321333333334,0,11,0.0,0.0,1,0,57.0
1,0,7.0,https://profi.ru/profile/HasanovAD4/,30.0,1,0,"4,60",10,,,50.937073,0,0,1.0,0.0,0,0,74.0
0,0,7.0,https://profi.ru/profile/HasanzyanovIA/,42.0,1,0,"5,0",9,,,50.883347,0,0,1.0,0.0,0,0,
0,0,,https://profi.ru/profile/HibatullinIN/,103.0,1,0,"4,96",169,,,50.753488375,1,0,0.0,0.0,0,0,69.0
1,0,7.0,https://profi.ru/profile/HisamievIR/,92.0,1,0,"5,0",4,,,50.687958,0,0,0.0,0.0,0,0,88.0
1,0,14.0,https://profi.ru/profile/HisamutdinovII/,92.0,1,12,"4,93",43,400.0,,50.73401466666667,0,0,0.0,0.0,0,0,
1,0,16.0,https://profi.ru/profile/HusainovAF/,97.0,1,0,"5,0",107,350.0,,50.6112488,0,7,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/HusainovBA2/,158.0,1,0,0,0,,,50.63220333333334,3,0,0.0,0.0,0,0,74.0
1,0,7.0,https://profi.ru/profile/IbatovEM/,140.0,1,0,0,0,,,50.69578733333333,0,0,0.0,0.0,0,0,25.0
0,0,,https://profi.ru/profile/IbatullinAN2/,89.0,1,0,"4,91",22,,,50.53003533333333,0,1,0.0,0.0,0,0,
0,0,16.0,https://profi.ru/profile/IbragimovMV/,133.0,1,0,"4,97",116,,,50.58261311111111,33,0,0.0,0.0,0,0,
1,0,3.0,https://profi.ru/profile/IbragimovRF17/,96.0,1,0,"5,0",34,,,50.51808225,0,0,0.0,1.0,0,0,33.0
1,0,9.0,https://profi.ru/profile/IgorMV2/,102.0,1,0,"4,75",4,,,50.774485,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/IlinAA170/,153.0,1,0,0,0,,,50.607995,0,0,0.0,0.0,0,0,12.0
1,0,11.0,https://profi.ru/profile/IlinMI/,106.0,0,0,0,0,400.0,,50.772985,0,0,0.0,0.0,0,0,
1,0,23.0,https://profi.ru/profile/ImanovRV/,129.0,1,6,"4,89",37,,,50.50635777777778,5,22,0.0,1.0,0,0,
1,0,6.0,https://profi.ru/profile/IsmagilovBZ/,77.0,1,0,0,0,,,50.7402435,0,0,0.0,0.0,0,0,71.0
0,0,7.0,https://profi.ru/profile/IsmagilovII9/,34.0,1,0,0,0,,,50.8210565,0,0,0.0,0.0,0,0,
0,1,7.0,https://profi.ru/profile/IsmagilovIR14/,176.0,1,0,0,0,,,50.622092,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/IsmagilovRF/,95.0,1,0,"4,60",10,500.0,,50.7830945,0,11,0.0,1.0,1,0,78.0
1,0,7.0,https://profi.ru/profile/IsmagilovRR41/,114.0,1,0,"4,73",15,500.0,,50.50905333333333,0,5,0.0,0.0,0,0,
1,0,3.0,https://profi.ru/profile/IvankovAI4/,151.0,1,0,"5,0",8,500.0,,50.80004,0,12,0.0,0.0,0,0,38.0
1,0,6.0,https://profi.ru/profile/IvankovAS18/,115.0,1,0,0,0,,,50.7524182,0,0,0.0,0.0,0,0,1.0
0,1,18.0,https://profi.ru/profile/IvanovAA467/,132.0,1,0,0,0,,,50.804928,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/IvanovRA82/,80.0,1,0,"4,89",9,,,50.77639375,0,0,1.0,0.0,0,0,66.0
0,1,15.0,https://profi.ru/profile/IvanovVV588/,144.0,1,0,0,0,,10.0,50.658736000000005,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KadamovRS2/,148.0,1,0,0,0,,,50.6105375,0,0,0.0,0.0,0,0,7.0
1,1,11.0,https://profi.ru/profile/KadyrovAA48/,115.0,1,0,"5,0",12,300.0,,50.52591488888888,0,8,0.0,0.0,0,0,
1,0,3.0,https://profi.ru/profile/KagarmanovAN/,155.0,1,0,0,0,,,50.633183333333335,0,0,0.0,0.0,0,0,32.0
1,0,5.0,https://profi.ru/profile/KagirovAR3/,27.0,1,0,0,0,,,50.749786,0,0,0.0,0.0,0,0,3.0
1,0,7.0,https://profi.ru/profile/KalimullinMM3/,54.0,1,0,"5,0",2,,,50.54174175,0,7,0.0,0.0,0,0,
0,1,32.0,https://profi.ru/profile/KalimullinRR30/,121.0,1,0,0,0,,,50.73017,0,0,0.0,0.0,0,0,
1,0,16.0,https://profi.ru/profile/KamaletdinovAR/,155.0,0,0,"4,0",2,100.0,,50.48505533333333,0,1,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/KamaliyevAD2/,60.0,1,0,"5,0",5,,5.0,50.7669255,0,0,0.0,1.0,0,0,
1,0,7.0,https://profi.ru/profile/KamaliyevSR/,112.0,1,0,0,0,,,50.7681258,0,0,0.0,0.0,0,0,13.0
0,1,16.0,https://profi.ru/profile/KamalovMR4/,136.0,1,0,0,0,300.0,5.0,50.665234,0,0,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/KamaltdinovAG/,134.0,1,0,0,0,,,50.7603444,0,0,0.0,0.0,0,0,
1,0,30.0,https://profi.ru/profile/KamashevLV/,127.0,1,0,"5,0",6,,,50.557089727272725,0,2,0.0,0.0,0,0,11.0
0,0,,https://profi.ru/profile/KambarovAT/,150.0,0,12,"4,82",84,500.0,,50.47464057142857,0,2,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KandinOA/,141.0,1,0,0,0,,,50.726903750000005,0,0,0.0,0.0,0,0,4.0
1,0,5.0,https://profi.ru/profile/KapsuzyanAV/,144.0,1,0,0,0,,,50.701849,0,0,0.0,0.0,0,0,2.0
1,0,12.0,https://profi.ru/profile/KarimovFF10/,150.0,1,0,"4,60",5,,,50.5168709,0,16,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KarimullinIM3/,110.0,1,0,0,0,,,50.765926,0,0,0.0,0.0,0,0,1.0
0,0,20.0,https://profi.ru/profile/KaripovRF3/,56.0,1,0,"4,97",141,,5.0,57.25940241666666,4,47,0.0,0.0,0,0,10.0
0,0,7.0,https://profi.ru/profile/KarneevUB/,21.0,1,0,"5,0",23,,,50.58362363636363,0,2,0.0,0.0,0,0,79.0
1,0,7.0,https://profi.ru/profile/KarpovAO25/,125.0,1,0,0,0,,,50.74000675,0,0,0.0,0.0,0,0,1.0
0,0,26.0,https://profi.ru/profile/KashapovIV/,163.0,1,0,"5,0",2,1500.0,,50.643314,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/KashapovNF/,178.0,1,0,0,0,,,50.691083,0,0,0.0,0.0,0,0,55.0
1,0,4.0,https://profi.ru/profile/KashayevAY/,146.0,1,0,"5,0",1,,,50.37664933333334,0,0,0.0,0.0,0,0,54.0
1,0,7.0,https://profi.ru/profile/KasyanovAG7/,140.0,1,0,"5,0",3,,5.0,50.42030785714286,0,0,0.0,0.0,0,0,7.0
0,0,9.0,https://profi.ru/profile/KayumovEA2/,151.0,1,0,0,0,,,50.72963033333334,1,0,0.0,0.0,0,0,
1,0,4.0,https://profi.ru/profile/KayumovLF/,61.0,1,0,"5,0",132,,,50.80014,0,0,0.0,0.0,0,0,47.0
1,0,15.0,https://profi.ru/profile/KenzhayevTI/,102.0,1,0,"5,0",5,100.0,10.0,50.5964145,0,27,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/KhabibullinDI/,45.0,0,0,"4,88",48,,,50.57104,2,0,1.0,0.0,1,0,
0,1,,https://profi.ru/profile/KhabibullinR/,53.0,0,0,0,0,,,50.75496,2,0,0.0,0.0,0,0,
1,0,4.0,https://profi.ru/profile/KhabibullinTA5/,142.0,1,0,"5,0",29,,,50.54055855555556,9,47,0.0,0.0,0,0,11.0
1,0,8.0,https://profi.ru/profile/KhadiullinAN/,85.0,0,0,"5,0",5,,,50.77609566666666,3,25,0.0,0.0,0,0,6.0
0,0,,https://profi.ru/profile/KhafizovER4/,88.0,1,0,"5,0",3,,,50.768051,0,0,0.0,0.0,0,0,2.0
1,0,33.0,https://profi.ru/profile/KhafizovRI5/,140.0,1,0,0,0,,,50.6225185,0,0,0.0,0.0,0,0,
1,0,9.0,https://profi.ru/profile/KhairtdinovRI/,141.0,1,0,"5,0",5,,,50.62701633333333,1,0,1.0,0.0,0,0,
1,0,10.0,https://profi.ru/profile/KhakimovRF6/,132.0,1,0,0,0,,15.0,50.6675525,0,0,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/KhalitovAA5/,86.0,1,0,"5,0",1,,,50.513587375,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KhaliullinIA2/,77.0,1,0,"5,0",12,,,50.5939637,0,0,0.0,0.0,0,0,4.0
1,1,,https://profi.ru/profile/KhamzinRR7/,42.0,1,0,"5,0",2,,,50.8104785,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KhasanovRN18/,49.0,0,0,"5,0",13,,,50.561536857142855,0,0,1.0,0.0,1,0,10.0
1,0,7.0,https://profi.ru/profile/KhasanovSM19/,162.0,1,0,0,0,,,50.452474555555554,0,0,0.0,0.0,0,0,4.0
1,0,2.0,https://profi.ru/profile/KhasbiyevII2/,29.0,1,0,0,0,,,50.95879,0,0,0.0,0.0,0,0,26.0
0,1,4.0,https://profi.ru/profile/KhashadAA/,148.0,0,0,"4,91",494,1000.0,,50.7047004,1,27,0.0,0.0,1,0,52.0
1,0,,https://profi.ru/profile/KhaybullinRM/,84.0,0,0,"5,0",49,900.0,,50.600278,0,26,0.0,0.0,1,0,
1,0,8.0,https://profi.ru/profile/KhayrullinMG2/,60.0,1,0,0,0,,,50.828306,0,11,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KhayrullinRI12/,85.0,1,0,"5,0",3,,,50.550743777777775,0,0,0.0,0.0,0,0,13.0
1,0,21.0,https://profi.ru/profile/KhayrullinRR17/,98.0,0,0,0,0,,5.0,50.7995815,0,0,0.0,0.0,1,0,
1,0,10.0,https://profi.ru/profile/KhayrullinRR18/,108.0,1,0,"5,0",9,,,50.77647066666666,1,0,0.0,1.0,0,0,17.0
0,1,,https://profi.ru/profile/KhayrullovDA/,64.0,1,0,"5,0",1,,50.0,50.722584,0,6,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KhisamovKI/,132.0,1,0,"5,0",2,,,50.75840625,0,3,0.0,0.0,0,0,10.0
1,0,7.0,https://profi.ru/profile/KhismatullinIA2/,184.0,1,0,"5,0",1,,,50.621315,0,0,0.0,0.0,0,0,13.0
1,0,7.0,https://profi.ru/profile/KhodovTR/,169.0,1,0,0,0,200.0,,50.62519966666667,0,0,0.0,0.0,0,0,8.0
1,0,4.0,https://profi.ru/profile/KhristolyubovYA/,101.0,1,0,0,0,,,50.793760000000006,0,7,0.0,0.0,0,0,53.0
1,0,5.0,https://profi.ru/profile/KhrushchevNA2/,58.0,1,0,0,0,,,50.745945000000006,0,0,0.0,0.0,0,0,4.0
1,0,5.0,https://profi.ru/profile/KhrustalevVA7/,110.0,1,0,0,0,,,50.77112066666667,0,0,0.0,0.0,0,0,3.0
0,1,7.0,https://profi.ru/profile/KhudoynazarovOK2/,65.0,1,0,"4,65",17,,10.0,50.7984915,1,0,1.0,0.0,0,0,
1,0,5.0,https://profi.ru/profile/KhurtinAA3/,88.0,1,0,0,0,,,50.7888418,0,0,0.0,0.0,0,0,
0,1,3.0,https://profi.ru/profile/KhusainovAR10/,112.0,1,0,0,0,1000.0,,50.6877985,0,0,0.0,0.0,0,0,
1,0,4.0,https://profi.ru/profile/KhusnetdinovIM/,120.0,1,0,"5,0",25,,,50.56473172727272,1,0,0.0,0.0,0,0,43.0
1,0,7.0,https://profi.ru/profile/KhusnullinRI/,142.0,1,0,0,0,,,50.7411215,0,0,0.0,0.0,0,0,7.0
0,1,15.0,https://profi.ru/profile/KhusnutdinovAK/,157.0,1,0,0,0,,,50.63567166666667,5,19,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KindyukovMV/,169.0,1,0,"5,0",3,,,50.80003,0,0,0.0,0.0,0,0,10.0
1,0,2.0,https://profi.ru/profile/KinzyabayevDL/,92.0,1,0,"5,0",4,,,50.834195,0,0,0.0,0.0,0,0,21.0
0,0,,https://profi.ru/profile/KirillovAA99/,58.0,1,0,0,0,,,50.769249,12,6,0.0,0.0,0,0,6.0
1,1,9.0,https://profi.ru/profile/KlykovYA3/,88.0,1,0,"5,0",3,,,50.43119016666666,7,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/KolchinMY/,96.0,1,0,0,0,,,50.7814376,2,0,0.0,0.0,0,0,2.0
1,1,7.0,https://profi.ru/profile/KolsanovVS/,72.0,0,0,"4,99",230,,,50.7776374,0,0,0.0,0.0,0,0,
1,0,26.0,https://profi.ru/profile/KondratAV/,138.0,1,0,"4,85",125,,,50.73052225,0,4,0.0,1.0,0,0,
1,0,8.0,https://profi.ru/profile/KonevAV4/,92.0,1,0,0,0,1500.0,10.0,50.687958,1,11,0.0,0.0,0,0,
1,0,1.0,https://profi.ru/profile/KonyukhovSV/,145.0,1,0,"5,0",2,,,50.47923844444444,1,13,0.0,0.0,0,0,38.0
1,0,7.0,https://profi.ru/profile/KordyukovAA2/,151.0,1,0,0,0,,,50.683407,0,0,0.0,0.0,0,0,2.0
0,1,10.0,https://profi.ru/profile/KornilovAU5/,127.0,1,0,"5,0",2,,,50.57373533333333,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/KorostelevNS5/,108.0,1,0,0,0,,,50.770436,0,14,0.0,0.0,0,0,4.0
1,0,7.0,https://profi.ru/profile/KorsakovVA4/,39.0,1,0,0,0,,,50.90671,0,0,0.0,0.0,0,0,1.0
0,1,13.0,https://profi.ru/profile/KorshunovKA9/,125.0,1,0,0,0,,,50.49662314285714,0,0,0.0,0.0,0,0,
0,1,,https://profi.ru/profile/KoshkinPV2/,97.0,1,0,"5,0",1,,,50.51938855555555,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KotdusovLG/,28.0,1,0,"5,0",2,,,50.943207,0,0,0.0,0.0,0,0,22.0
0,1,5.0,https://profi.ru/profile/KovalenkoKO5/,137.0,0,0,0,0,,,50.640026,3,37,0.0,0.0,1,0,
0,0,10.0,https://profi.ru/profile/KozhevnikovOS5/,38.0,1,0,"5,0",7,,,50.815545,0,3,0.0,1.0,0,0,13.0
1,0,7.0,https://profi.ru/profile/KrasnovDV5/,154.0,1,0,"5,0",29,250.0,,50.37042733333333,0,3,0.0,1.0,0,0,90.0
0,0,,https://profi.ru/profile/KrasnovMA23/,154.0,1,0,"5,0",1,,,50.68381366666667,0,0,0.0,0.0,0,0,16.0
0,0,13.0,https://profi.ru/profile/KrasnovRR/,156.0,1,1,"4,82",116,500.0,10.0,50.61410825,6,0,0.0,1.0,0,0,
1,0,5.0,https://profi.ru/profile/KrayevskiyIA2/,152.0,1,0,0,0,,,50.651869,0,0,0.0,0.0,0,0,2.0
1,0,1.0,https://profi.ru/profile/KraynovDV3/,94.0,1,0,"3,0",1,2000.0,,50.7814376,0,0,0.0,0.0,0,0,14.0
1,1,7.0,https://profi.ru/profile/KraynovPV2/,0.0,1,0,"5,0",21,,10.0,70.61884025,0,9,0.0,1.0,0,0,
1,0,5.0,https://profi.ru/profile/KrinitsynIM/,170.0,1,0,0,0,,,50.662497,0,0,0.0,0.0,0,0,4.0
0,1,,https://profi.ru/profile/KruglovVV30/,76.0,1,0,"5,0",3,,,50.515280375,0,0,0.0,0.0,0,0,
1,0,20.0,https://profi.ru/profile/KrylovAA67/,17.0,1,0,"4,94",79,,,50.59451475,0,15,0.0,0.0,0,0,
1,0,2.0,https://profi.ru/profile/KrymskiyYL/,78.0,1,0,"5,0",1,,,50.708438,0,0,0.0,0.0,0,0,29.0
1,0,7.0,https://profi.ru/profile/KucheganovIB/,81.0,1,0,"5,0",1,,,50.524487875,0,0,0.0,0.0,0,0,86.0
0,0,,https://profi.ru/profile/KudryashovAS30/,150.0,1,0,0,0,,,50.75277833333333,0,0,0.0,0.0,0,0,12.0
0,1,2.0,https://profi.ru/profile/KudryashovSS7/,148.0,1,0,"5,0",1,,,50.724856,3,0,0.0,0.0,0,0,
1,0,9.0,https://profi.ru/profile/KupchikovSV/,53.0,1,0,0,0,,,50.708477,0,0,0.0,0.0,0,0,24.0
0,1,12.0,https://profi.ru/profile/KurbanovShG2/,98.0,1,0,"5,0",5,,10.0,50.6108005,0,2,1.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KuryaginAV/,125.0,1,0,0,0,,,50.743905,0,0,0.0,0.0,0,0,9.0
0,0,,https://profi.ru/profile/KushkaIU/,111.0,0,0,"4,65",147,1000.0,10.0,50.736104,0,4,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KushmanovAP/,125.0,1,0,"5,0",7,,,50.573028,0,0,0.0,0.0,0,0,11.0
1,0,7.0,https://profi.ru/profile/KuzembayevGM/,123.0,1,6,"5,0",2,,10.0,50.76970166666666,0,0,0.0,0.0,0,0,19.0
1,0,9.0,https://profi.ru/profile/KuzminDL5/,142.0,1,0,0,0,,,50.7539872,0,0,0.0,0.0,0,0,
0,0,15.0,https://profi.ru/profile/KuzminSV50/,109.0,1,0,"5,0",17,,,50.7572588,0,0,0.0,1.0,0,0,58.0
1,0,7.0,https://profi.ru/profile/KuznetsovPA76/,100.0,1,0,0,0,,,50.710369,5,0,0.0,0.0,0,0,4.0
1,0,7.0,https://profi.ru/profile/KuznetsovSV54/,90.0,1,0,"4,98",46,,,50.5738202,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/KuznetsovVI78/,60.0,1,0,0,0,,,50.810624,0,0,0.0,0.0,0,0,10.0
1,0,10.0,https://profi.ru/profile/LakeyevSM/,70.0,1,0,"5,0",10,,,50.830273000000005,0,4,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/LarinAS27/,68.0,1,0,"5,0",29,300.0,,50.6255905,0,27,0.0,0.0,1,0,18.0
1,0,2.0,https://profi.ru/profile/LarinOV8/,121.0,1,0,0,0,,,50.7569402,0,0,0.0,0.0,0,0,16.0
1,0,7.0,https://profi.ru/profile/LarionovVV34/,133.0,0,0,0,0,,,50.7557712,0,0,0.0,0.0,1,0,3.0
1,0,7.0,https://profi.ru/profile/LatipovII4/,163.0,1,0,"5,0",15,,,50.6719626,0,0,1.0,0.0,0,0,7.0
1,0,7.0,https://profi.ru/profile/LavoninVA/,104.0,0,0,"5,0",1,,,50.7632754,0,0,0.0,0.0,0,0,7.0
0,0,,https://profi.ru/profile/LebedyantsevMK/,67.0,1,0,"5,0",6,,,50.629678090909096,3,10,0.0,1.0,0,0,16.0
1,0,8.0,https://profi.ru/profile/LedentsovRA/,122.0,1,0,0,0,,,50.764386,0,0,0.0,0.0,0,0,1.0
1,1,29.0,https://profi.ru/profile/LeontyevDV13/,97.0,1,0,"4,95",126,,,50.61660823076923,0,2,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/LeshchenkoVV2/,50.0,0,0,0,0,,,50.780201000000005,0,0,0.0,0.0,0,0,34.0
1,0,7.0,https://profi.ru/profile/LipskiyVN/,110.0,1,0,0,0,,,50.7618475,0,0,0.0,0.0,0,0,1.0
1,0,7.0,https://profi.ru/profile/LipskiyYS/,124.0,1,0,0,0,,,50.783359,0,0,0.0,0.0,0,0,4.0
0,1,5.0,https://profi.ru/profile/LisinSN4/,134.0,1,0,0,0,,,50.780990333333335,0,26,0.0,0.0,0,0,
1,0,14.0,https://profi.ru/profile/LoginovNA2/,3.0,0,12,"5,0",13,8000.0,5.0,70.28538841666666,3,45,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/LukaninAA4/,105.0,1,0,0,0,,,50.751989,0,0,0.0,0.0,0,0,4.0
0,1,23.0,https://profi.ru/profile/LukashkovAV/,176.0,1,0,0,0,,,50.608604,0,0,0.0,0.0,0,0,
0,1,19.0,https://profi.ru/profile/LukashovVV/,168.0,0,12,"4,56",18,,,50.6705115,0,0,0.0,1.0,0,0,
1,0,10.0,https://profi.ru/profile/LykovID2/,98.0,1,0,"5,0",6,,,50.800892000000005,0,0,1.0,0.0,0,0,
0,0,6.0,https://profi.ru/profile/MadzhidzodaMK/,80.0,1,0,"5,0",3,,,50.732027,0,0,0.0,0.0,0,0,10.0
0,0,,https://profi.ru/profile/MakaretsVI/,121.0,1,0,"5,0",1,,,50.72248,0,2,0.0,0.0,0,0,3.0
1,0,17.0,https://profi.ru/profile/MakarovAU2/,116.0,1,6,"4,20",5,300.0,,50.76270066666667,0,0,0.0,0.0,0,0,
0,0,,https://profi.ru/profile/MakhmadovAF/,27.0,0,0,"4,92",25,,,50.54785325,1,0,1.0,0.0,0,0,10.0
1,0,7.0,https://profi.ru/profile/MakhmutovMR4/,83.0,1,0,0,0,,,50.7298235,0,0,0.0,0.0,0,0,5.0
0,1,5.0,https://profi.ru/profile/MakhmutovSR/,41.0,0,0,"5,0",1,5000.0,,50.498913,0,0,0.0,0.0,1,0,
1,0,7.0,https://profi.ru/profile/MaksimovAA174/,50.0,1,0,"5,0",25,,,50.747271,0,0,1.0,0.0,0,0,19.0
1,0,8.0,https://profi.ru/profile/MaksimovBA2/,86.0,1,0,"4,91",57,150.0,5.0,50.79232966666667,0,1,0.0,0.0,1,0,
1,0,7.0,https://profi.ru/profile/MalikovRK2/,104.0,1,0,"5,0",1,,,50.7909115,0,0,0.0,0.0,0,0,78.0
1,0,5.0,https://profi.ru/profile/MalininEV2/,112.0,1,0,0,0,,,50.7011735,0,0,0.0,0.0,0,0,
1,0,7.0,https://profi.ru/profile/MalovMV6/,107.0,1,0,0,0,,,50.75233725,0,0,0.0,0.0,0,0,7.0
